Date,Price,SMA_20,SMA_50,RSI,Volatility_30,MACD,Signal,MACD_Histogram
2018-10-03,2034,1989.7,2240.1,58.257345491388044,217.32999697736574,-56.7767014653075,-95.018990323294,38.24228885798651
2018-10-04,1998,1994.75,2229.24,57.10029791459781,181.4926109131352,-54.536341817553875,-86.92246062214599,32.386118804592115
2018-10-05,2013,1999.75,2217.7,52.42290748898679,139.04759790349917,-50.96299631783222,-79.73056776128324,28.76757144345102
2018-10-06,2067,2002.15,2206.38,42.857142857142854,137.7844226551439,-43.2748994583028,-72.43943410068715,29.164534642384353
2018-10-07,2040,2004.55,2189.52,44.141689373297005,136.35170884782366,-38.91214665430334,-65.7339766114104,26.821829957107056
2018-10-08,2047,2019.2,2176.76,42.81729428172943,137.4917385186983,-34.49218765795831,-59.485618820719985,24.993431162761674
2018-10-09,2085,2029.9,2163.62,56.28058727569331,135.6259435052851,-27.604844425403826,-53.109463941656756,25.50461951625293
2018-10-10,2072,2040.75,2155.46,62.38698010849909,132.0840206297562,-22.93122970559125,-47.073817094443655,24.142587388852405
2018-10-11,2060,2045.3,2145.66,65.96558317399618,127.76389862977047,-19.96550615353749,-41.65215490626242,21.686648752724928
2018-10-12,1724,2022.75,2131.34,28.808864265927966,123.07123906515405,-44.217825237785746,-42.16528897256708,-2.052536265218663
2018-10-13,1766,2004.75,2116.22,35.21126760563381,112.92345082887479,-59.36459574267792,-45.60515032658925,-13.759445416088667
2018-10-14,1802,1987.35,2100.84,30.513595166163142,116.8521464839473,-67.68340914972805,-50.02080209121702,-17.66260705851103
2018-10-15,1761,1975.0,2085.32,27.705627705627705,123.23414308933745,-76.70033237006965,-55.35670814698755,-21.343624223082095
2018-10-16,1899,1973.2,2073.46,39.855072463768124,123.89163321864778,-71.88224848435357,-58.66181621446076,-13.220432269892811
2018-10-17,1893,1973.2,2059.12,41.19850187265917,124.78349065563364,-67.76685799287384,-60.48282457014338,-7.2840334227304595
2018-10-18,1893,1966.35,2042.84,43.13725490196078,118.79553089613391,-63.77027731729436,-61.14031511957357,-2.6299621977207863
2018-10-19,1847,1959.9,2027.08,39.572864321608044,119.61867093709229,-63.58184200375149,-61.628620496409155,-1.9532215073423345
2018-10-20,1834,1948.6,2011.76,34.56953642384107,120.4170148743072,-63.74666513982197,-62.052229425091724,-1.694435714730247
2018-10-21,1860,1938.1,1997.32,38.06366047745359,122.28008644176126,-61.075268279024385,-61.85683719587826,0.7815689168538782
